"Internal_reference","Survey","Polygon","Commonname","Validname","Family","Class","Order","RES","Type","Partial_cell_area","Density","Uncertainty","Uncertainty_measure","CI_95_low","CI_95_high","Location","Study_area"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1467.09596510889,0.000344174840819136,0.62,"Squared CV",0.000103252452245741,0.00170366546205472,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1415.06669088641,0.000344174840819136,0.62,"Squared CV",0.000103252452245741,0.00170366546205472,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2000.03933364353,0.000344174840819136,0.62,"Squared CV",0.000103252452245741,0.00170366546205472,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",253.477512173985,0.000344174840819136,0.62,"Squared CV",0.000103252452245741,0.00170366546205472,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",595.99214479805,0.000344174840819136,0.62,"Squared CV",0.000103252452245741,0.00170366546205472,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1303.09400282734,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",384.466256490088,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1710.91365349965,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1467.09596510889,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1415.06669088641,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2000.03933364353,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",253.477512173985,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",595.99214479805,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1303.09400282734,0.00516262261228704,1.07,"Squared CV",0.000894854586129754,0.0320943039063844,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",384.466256490088,0.00516262261228704,1.07,"Squared CV",0.000894854586129754,0.0320943039063844,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1710.91365349965,0.00516262261228704,1.07,"Squared CV",0.000894854586129754,0.0320943039063844,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1467.09596510889,0.00516262261228704,1.07,"Squared CV",0.000894854586129754,0.0320943039063844,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1415.06669088641,0.00516262261228704,1.07,"Squared CV",0.000894854586129754,0.0320943039063844,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2000.03933364353,0.00516262261228704,1.07,"Squared CV",0.000894854586129754,0.0320943039063844,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",253.477512173985,0.00516262261228704,1.07,"Squared CV",0.000894854586129754,0.0320943039063844,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",595.99214479805,0.00516262261228704,1.07,"Squared CV",0.000894854586129754,0.0320943039063844,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1621.63375084818,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",848.307564249198,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1663.12715565281,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2162.7065644946,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1332.04872535921,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2070.88834614734,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",325.240341324518,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1621.63375084818,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",848.307564249198,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1663.12715565281,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2162.7065644946,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1332.04872535921,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2070.88834614734,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",325.240341324518,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1303.09400282734,0.00086043710204784,0.1,"Squared CV",0.000499053519187747,0.00160041300980898,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",384.466256490088,0.00086043710204784,0.1,"Squared CV",0.000499053519187747,0.00160041300980898,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1710.91365349965,0.00086043710204784,0.1,"Squared CV",0.000499053519187747,0.00160041300980898,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1467.09596510889,0.00086043710204784,0.1,"Squared CV",0.000499053519187747,0.00160041300980898,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1415.06669088641,0.00086043710204784,0.1,"Squared CV",0.000499053519187747,0.00160041300980898,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2000.03933364353,0.00086043710204784,0.1,"Squared CV",0.000499053519187747,0.00160041300980898,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",253.477512173985,0.00086043710204784,0.1,"Squared CV",0.000499053519187747,0.00160041300980898,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",595.99214479805,0.00086043710204784,0.1,"Squared CV",0.000499053519187747,0.00160041300980898,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1303.09400282734,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",384.466256490088,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1710.91365349965,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1467.09596510889,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1415.06669088641,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2000.03933364353,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",253.477512173985,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Fall 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",595.99214479805,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Autumn 2011","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1352.98508010235,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Autumn 2011","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",722.19801221957,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Autumn 2011","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",996.555110265754,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Autumn 2011","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2319.09507977316,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Autumn 2011","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",657.529492279936,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Autumn 2011","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2344.57534244443,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Autumn 2011","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",575.444930973625,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Winter 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1352.98508010235,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Winter 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",722.19801221957,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Winter 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",996.555110265754,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Winter 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2319.09507977316,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Winter 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",657.529492279936,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Winter 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2344.57534244443,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Winter 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",575.444930973625,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Spring 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1352.98508010235,0.0035,0.0027,"Variance of density",0,0.0170747730357499,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Spring 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",722.19801221957,0.0035,0.0027,"Variance of density",0,0.0170747730357499,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Spring 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",996.555110265754,0.0035,0.0027,"Variance of density",0,0.0170747730357499,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Spring 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2319.09507977316,0.0035,0.0027,"Variance of density",0,0.0170747730357499,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Spring 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",657.529492279936,0.0035,0.0027,"Variance of density",0,0.0170747730357499,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Spring 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2344.57534244443,0.0035,0.0027,"Variance of density",0,0.0170747730357499,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Spring 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",575.444930973625,0.0035,0.0027,"Variance of density",0,0.0170747730357499,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Summer 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1352.98508010235,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Summer 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",722.19801221957,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Summer 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",996.555110265754,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Summer 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2319.09507977316,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Summer 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",657.529492279936,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Summer 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2344.57534244443,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Summer 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",575.444930973625,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Autumn 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1352.98508010235,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Autumn 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",722.19801221957,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Autumn 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",996.555110265754,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Autumn 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2319.09507977316,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Autumn 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",657.529492279936,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Autumn 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2344.57534244443,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Autumn 2012","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",575.444930973625,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Winter 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1352.98508010235,0.0045,0.004,"Variance of density",0,0.0380013839693216,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Winter 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",722.19801221957,0.0045,0.004,"Variance of density",0,0.0380013839693216,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Winter 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",996.555110265754,0.0045,0.004,"Variance of density",0,0.0380013839693216,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Winter 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2319.09507977316,0.0045,0.004,"Variance of density",0,0.0380013839693216,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Winter 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",657.529492279936,0.0045,0.004,"Variance of density",0,0.0380013839693216,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Winter 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2344.57534244443,0.0045,0.004,"Variance of density",0,0.0380013839693216,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Winter 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",575.444930973625,0.0045,0.004,"Variance of density",0,0.0380013839693216,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Spring 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1352.98508010235,5e-04,3e-04,"Variance of density",0,0.00552047131986766,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Spring 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",722.19801221957,5e-04,3e-04,"Variance of density",0,0.00552047131986766,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Spring 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",996.555110265754,5e-04,3e-04,"Variance of density",0,0.00552047131986766,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Spring 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2319.09507977316,5e-04,3e-04,"Variance of density",0,0.00552047131986766,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Spring 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",657.529492279936,5e-04,3e-04,"Variance of density",0,0.00552047131986766,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Spring 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2344.57534244443,5e-04,3e-04,"Variance of density",0,0.00552047131986766,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Spring 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",575.444930973625,5e-04,3e-04,"Variance of density",0,0.00552047131986766,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Summer 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1352.98508010235,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Summer 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",722.19801221957,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
"055_Stone et al (2017)_NLPSC","Summer 2013","NLPSC","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",996.555110265754,0,NA,"Variance of density",NA,NA,"Northwest Atlantic","N"
